ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0032956,regulation of actin cytoskeleton organization,94/3235,344/18888,1.26E-06,3.44E-05,2.50E-05,KANK1/CRK/SERPINF2/PEAK3/RHOG/DAPK3/PFN1/FSCN1/RAC1/BRK1/KANK2/ROCK2/NEDD9/TMSB4X/DLC1/BST2/DSTN/CAPZB/PPM1F/DMTN/CDC42/CYFIP1/ARHGAP17/STMN1/WASF2/PTK2B/TRIM27/TAOK1/TJP1/TAOK2/RHPN2/CLASP2/GBA2/PDXP/BAG4/RICTOR/SDC4/VASP/ARHGAP35/CD2AP/ARF6/SHANK3/SMAD4/TMOD3/MYADM/SPTBN1/LRP1/CX3CL1/SPTB/SMAD3/FHOD1/CTTN/ADD2/ARAP1/CDC42EP4/LIMK1/GRB2/BAIAP2/ACTG1/RAC3/AKAP13/RASA1/EVL/FER/ARPC3/AP1AR/RHOC/MET/CAPZA2/GSN/CLASP1/RHOF/MTSS1/ARPC5L/SPTAN1/ARHGAP18/CYRIB/ABL1/CCN2/MTPN/PFN2/SLC4A2/HAX1/FLNA/SPTA1/F11R/ECT2/ABL2/ARPC5/DVL3/PAK2/PROX1/VIL1/ARF1,94
GO:1904019,epithelial cell apoptotic process,49/3235,147/18888,1.28E-06,3.48E-05,2.52E-05,PDPK1/PIAS4/AKR1C3/JAK2/WFS1/ICAM1/CARM1/CDKN1B/E2F2/TGFBR2/BCL2L1/E2F1/PAK4/ZFP36/THBS1/PRKAA1/PLCG1/SRSF6/STK4/CD40/MDK/BAX/ARF6/PRKAA2/TMEM258/ITGB3BP/ZFP36L1/TMF1/KRIT1/IGF1R/SERPINE1/YAP1/JAG2/FOXO3/PDCD4/TCF7L2/GAS6/HIPK1/GSN/DAB2IP/GATA2/ABL1/TNFAIP3/ADAR/FGA/NFE2L2/CASP3/CFLAR/BMPR2,49
GO:0014037,Schwann cell differentiation,23/3235,49/18888,1.29E-06,3.48E-05,2.52E-05,SKI/ILK/RAF1/MAPK1/MAPK3/NF1/PARD3/SIRT2/SOS1/ERBB2/AKT2/CNTNAP1/DAG1/NAB2/CDK1/RELA/MAP2K1/PPP3R1/GRB2/DICER1/NDRG1/ADGRG6/PLEC,23
GO:0090263,positive regulation of canonical Wnt signaling pathway,40/3235,111/18888,1.29E-06,3.48E-05,2.52E-05,KANK1/WNK1/CSNK1G2/DAPK3/ILK/PIN1/CCAR2/LGR4/VCP/SRC/CSNK1E/ATP6AP2/DDX3X/JUP/PTK7/RNF220/VPS35/SULF2/ADNP/PPM1A/USP34/GID8/AMER1/SMAD3/EDA/LGR5/ZBED3/CSNK1D/TNKS2/HHEX/YAP1/UBR5/XIAP/RNF146/RUVBL1/GPC3/UBE2B/NRARP/TBL1XR1/TMEM9,40
GO:0090398,cellular senescence,40/3235,111/18888,1.29E-06,3.48E-05,2.52E-05,FZR1/DNAJA3/TP53/MAP2K7/EEF1E1/ID2/CDKN1B/CALR/MAP2K3/YPEL3/HMGA1/MAPK14/CDKN1A/ZMPSTE24/KAT6A/SRF/B2M/SPI1/MAPK8/NUP62/NEK4/CDK2/KAT5/HMGA2/MAP2K1/ARG2/SIRT1/TERF2/ZMIZ1/BMPR1A/CDK6/IGF1R/TBX3/H2AX/ABL1/FBXO5/LMNA/NPM1/BCL6/OPA1,40
GO:2000278,regulation of DNA biosynthetic process,41/3235,115/18888,1.32E-06,3.54E-05,2.56E-05,GFER/PCNA/TP53/MAP2K7/CTC1/CCT5/HNRNPC/MAPK1/HNRNPA2B1/PTK2B/SH2B1/MAPK3/RFC3/CDKN1A/SRC/MEAF6/CTNNB1/TENT4B/HNRNPA1/CCT6A/USP1/CHTF8/TERF2/CCT7/TNKS2/HSP90AA1/DCP2/TFDP1/NIBAN2/MYC/JADE2/DKC1/SMG5/CCT3/TCP1/MAP3K4/FGFR4/RFC4/NEK7/XRCC5/HNRNPU,41
GO:0009100,glycoprotein metabolic process,103/3235,386/18888,1.33E-06,3.54E-05,2.56E-05,B3GALT6/NAGPA/EDEM1/C1GALT1/MPDU1/FBXO2/FBXO44/HS3ST3B1/DDOST/CST3/STT3B/GOLPH3/POFUT1/GLB1/B4GALT1/NECAB3/DPY19L1/RPN2/MGAT3/UGDH/CTNNB1/CHP1/TRAK1/ST3GAL3/B4GALT2/EXT2/SLC35B2/COG3/FKRP/SULF2/ITM2B/GATA1/B4GALT5/TMEM59/GCNT3/TMEM258/B3GNT2/B3GAT3/GANAB/VEGFB/RAB1A/GUSB/B4GAT1/B3GNT9/TET1/GFPT1/ST3GAL2/HEXA/TET3/MOGS/PHLDA1/POMT2/MAGT1/CANT1/ENGASE/SGSH/PGM3/HS2ST1/CTSL/TMTC3/MAN2A2/TRIP11/MGAT4A/GALNT12/TM9SF2/CHST10/CHSY1/PLOD3/BTK/OGA/OSTC/TCF7L2/MAN1A2/MAN1A1/B4GALT4/MLEC/B3GNT4/CHST15/STT3A/ST3GAL4/CHST13/ST6GALNAC6/UGGT1/GOLGA2/HS6ST1/RPN1/DOLPP1/POMT1/ST3GAL1/MGAT5/AGO2/NDST1/GALNT11/NCSTN/SOAT1/MGAT4B/MGAT1/ST6GAL1/BMPR2/CHPF/GALNT2/ITM2C/NEU4,103
GO:0030518,intracellular steroid hormone receptor signaling pathway,43/3235,123/18888,1.35E-06,3.57E-05,2.59E-05,FKBP4/ZBTB7A/JAK2/KDM4C/ERRFI1/PER1/CARM1/SMARCA4/KANK2/CALR/MAPK1/UBE3A/ARID1A/PAGR1/LBH/STRN3/YWHAH/DNAJA1/RBFOX2/SRC/FOXA1/DDX17/MED1/EGLN2/EP300/NCOA4/HDAC6/KMT2D/ESRRA/SIRT1/TMF1/WBP2/ESRRB/ZMIZ1/KDM3A/UFL1/YAP1/UBR5/CRY1/NCOR2/TAF7/CNOT9/PARP1,43
GO:1901875,positive regulation of post-translational protein modification,45/3235,131/18888,1.35E-06,3.57E-05,2.59E-05,AXIN1/PDCD6/TRIB3/TOLLIP/FZR1/PIAS4/WFS1/PHF23/UBE2L3/BMI1/PLK1/UBE3A/NSMCE3/LAPTM5/VCP/RBX1/DDX3X/UBE2C/SAE1/UBE2V2/UBE2V1/HUWE1/UBE2D1/AMER1/PIAS1/CENPX/UBQLN1/BCL10/FANCI/UBE2N/RWDD3/BIRC2/MTA1/CRY1/PSMD10/DERL1/XIAP/HSPA5/EGR1/NDFIP1/MAGEC2/ARNT/NPM1/SENP2/RASSF5,45
GO:0032922,circadian regulation of gene expression,29/3235,70/18888,1.44E-06,3.78E-05,2.74E-05,KDM5A/MYBBP1A/BHLHE40/PER1/ID2/NRIP1/PRMT5/ID3/NR0B2/LGR4/CSNK1E/ATF4/MAGED1/HUWE1/RORA/RBM4/KDM2A/PPP1CA/SIRT1/GFPT1/NCOA2/CSNK1D/MTA1/NAMPT/CRY1/KMT2A/EGR1/PASD1/HNRNPU,29
GO:0043555,regulation of translation in response to stress,14/3235,22/18888,1.46E-06,3.80E-05,2.75E-05,STK35/EIF2AK1/RPS6KA3/PDIK1L/EIF2AK4/DDX3X/PPP1R15A/FECH/RBM4/EIF2AK3/DNAJC3/TMED2/NPM1/EIF4G1,14
GO:0070849,response to epidermal growth factor,22/3235,46/18888,1.47E-06,3.80E-05,2.75E-05,DUSP22/PDPK1/MAPK1/MAPK3/BAG4/MED1/ZFP36/ERBB2/PLCG1/STAT5B/ZFP36L2/DUSP3/PPP1R9B/MARS1/ZFP36L1/SOX9/BAIAP2/ZPR1/DAB2IP/TPR/CFLAR/VIL1,22
GO:0140467,integrated stress response signaling,22/3235,46/18888,1.47E-06,3.80E-05,2.75E-05,EIF2AK1/JUNB/CEBPA/CEBPG/CREB3/ATF4/EIF2AK4/PPP1R15A/QRICH1/CEBPB/PTPN1/NFE2/DDIT3/JUN/FOSL1/CREBZF/EIF2AK3/GCN1/TMED2/HSPA5/DELE1/NFE2L2,22
GO:0051304,chromosome separation,32/3235,81/18888,1.47E-06,3.80E-05,2.75E-05,CSNK2A1/TRIP13/MAD2L2/KLHL22/PLK1/ZNF207/CDCA8/BUB1B/MAD2L1BP/UBE2C/PPP2R1A/DLGAP5/ZWINT/INCENP/ZWILCH/CCNB1/BIRC5/TTK/ANAPC11/SMARCAD1/ANAPC7/ZW10/RAD21/MAD2L1/BUB3/FBXO5/NCAPG2/NUF2/DUSP1/TPR/CENPF/DIS3L2,32
GO:0045862,positive regulation of proteolysis,92/3235,336/18888,1.48E-06,3.80E-05,2.75E-05,AXIN1/PDCD6/TRIB3/TMEM259/DVL1/CTSD/SGTA/FZR1/ATP2A3/JAK2/WFS1/KEAP1/DAP/ROCK2/TNFRSF1B/DLC1/PPM1F/MMP14/PLK1/PTK2B/TBC1D10A/LAPTM5/HECTD1/RNF185/BAG6/HSPA1B/CEBPA/VCP/HPN/MYH9/MTCH1/SRC/CSNK1E/SIRT2/RBX1/DDX3X/STAT3/GRN/GRAMD4/BBC3/SMAD7/BAX/RCN3/PSMC6/AURKA/HERPUD1/ASPH/AXIN2/SMAD3/SIRT1/PIAS1/CLN6/MDM2/FADD/TAF1/IST1/CLDN4/CSNK1D/UBQLN1/BCL10/PICALM/CTSL/TMTC3/CTSC/EIF2AK3/CBFA2T3/FURIN/LGMN/ANP32B/APAF1/PSMD10/GSN/DAB2IP/DIABLO/FAM162A/TRIB1/MYC/AIFM1/PERP/CASP2/CSNK1A1/APH1A/EFNA1/NCSTN/PDCD2/FBXW11/FGFR4/NFE2L2/MAGEF1/HSPD1/HSPE1/DNAJB2,92
GO:0051893,regulation of focal adhesion assembly,27/3235,63/18888,1.49E-06,3.80E-05,2.75E-05,DUSP22/PTPRA/DAPK3/RAC1/ROCK2/DLC1/RCC2/PPM1F/DMTN/MMP14/POLDIP2/CLASP2/SRC/MACF1/THBS1/DUSP3/VEGFA/SDC4/SMAD3/VCL/PEAK1/ACTG1/MAP4K4/CORO1C/LIMS1/CLASP1/ABL1,27
GO:0090109,regulation of cell-substrate junction assembly,27/3235,63/18888,1.49E-06,3.80E-05,2.75E-05,DUSP22/PTPRA/DAPK3/RAC1/ROCK2/DLC1/RCC2/PPM1F/DMTN/MMP14/POLDIP2/CLASP2/SRC/MACF1/THBS1/DUSP3/VEGFA/SDC4/SMAD3/VCL/PEAK1/ACTG1/MAP4K4/CORO1C/LIMS1/CLASP1/ABL1,27
GO:0007015,actin filament organization,120/3235,467/18888,1.51E-06,3.83E-05,2.77E-05,RHOT2/KANK1/MICALL2/SERPINF2/RHOG/PFN1/JAK2/FSCN1/RAC1/ARPC4/BRK1/EMP2/DNM2/KANK2/ROCK2/NEDD9/MAD2L2/MICAL2/TMSB4X/DLC1/FAM171A1/DSTN/MICAL3/CAPZB/RHOB/PPM1F/DMTN/CDC42/CYFIP1/ARHGAP17/STMN1/ABI1/WASF2/PTK2B/TRIM27/TJP1/RHOT1/MARCKSL1/RHPN2/CLASP2/GBA2/SH3D21/SRC/PDXP/BAG4/RICTOR/SRF/SDC4/VASP/ARHGAP35/CD2AP/HDAC6/ARF6/PPP1R9B/SHANK3/TMOD3/MYADM/SPTBN1/CX3CL1/SPTB/ACTR2/CFL1/SMAD3/FHOD1/ACTN1/CTTN/ADD2/INPPL1/ARAP1/CDC42EP4/LIMK1/BCAR1/GRB2/ZBED3/BAIAP2/ACTG1/RAC3/RASA1/PDLIM1/ARPC1B/EVL/HSP90B1/INF2/CORO1C/FER/ARPC3/AP1AR/RHOC/MARCKS/PLS3/MET/CAPZA2/GSN/CLASP1/RHOF/MTSS1/ITGB5/ARPC5L/SPTAN1/ARHGAP18/CYRIB/ABL1/CCN2/MTPN/DIAPH1/PLEC/PFN2/HAX1/FLNA/ARHGEF2/SPTA1/EZR/F11R/DBN1/ARPC5/FAT1/PAK2/PROX1/VIL1/ARF1,120
GO:0030178,negative regulation of Wnt signaling pathway,56/3235,177/18888,1.55E-06,3.90E-05,2.83E-05,AXIN1/STK11/APC2/TSC2/TLE5/VGLL4/MAD2L2/LATS2/CHD8/CDH2/ZNRF3/PTPRU/MAPK14/CSNK1E/IGFBP4/FOXO1/RBX1/CTNNB1/STK4/IGFBP1/MDK/LRP4/LMBR1L/FUZ/GRB10/NKD1/SMAD4/DKK1/PFDN5/AMFR/LRP1/DDIT3/CTNND1/RNF43/SDHAF2/AMER1/FRMD8/AXIN2/TLE3/SOX9/NHERF1/TSKU/LZTS2/FOXO3/TCF7L2/C12orf43/DAB2IP/GPC3/NOTCH1/EGR1/CSNK1A1/WWTR1/SIAH2/G3BP1/EMD/SOX13,56
GO:0071453,cellular response to oxygen levels,56/3235,177/18888,1.55E-06,3.90E-05,2.83E-05,VASN/TP53/VHL/ROCK2/ATG7/CDKN1B/HP1BP3/EEF2K/AJUBA/BNIP3L/AQP1/AQP3/PPARD/SRC/SIRT2/MIEF1/ATF4/FOXO1/PRKAA1/EGLN2/VEGFA/TMBIM6/ERO1A/CHCHD2/PCK1/RORA/AK4/ATP6V0D1/SIRT1/ZFP36L1/MDM2/CPEB1/UBQLN1/RWDD3/FOXO3/ATP6V1A/ATP6V1G1/HYOU1/CBL/FAM162A/MYC/HILPDA/AIFM1/BNIP3/NDRG1/NOTCH1/PIK3CB/HIPK2/IRAK1/ATP6AP1/LMNA/NDUFS2/PDK1/STC2/NFE2L2/CFLAR,56
GO:0010389,regulation of G2/M transition of mitotic cell cycle,38/3235,104/18888,1.60E-06,4.01E-05,2.91E-05,PKMYT1/FZR1/CDC25B/CTC1/WEE1/MIIP/BRD4/BABAM1/RCC2/PLK1/APP/TAOK1/TAOK2/IER3/DONSON/CDKN1A/CDC6/CDC25A/BRSK1/CDK2/AURKA/CDK1/RAB11A/CCNB1/CCND1/FOXO4/SIN3A/MBTPS1/TICRR/NBN/CDK6/RRM2B/RAD21/TAOK3/FBXO5/UIMC1/MRNIP/CENPF,38
GO:0045787,positive regulation of cell cycle,91/3235,332/18888,1.61E-06,4.02E-05,2.91E-05,WNK1/IGF2/CDC25B/INSR/ROCK2/LRP6/CALR/GIPC1/BRD4/RCC2/USP22/CDC42/APP/MAPRE3/POLDIP2/SCAND3/SH2B1/PAGR1/CCNY/C6orf89/FOXA1/CDCA8/FGFR1/SIRT2/FAM83D/MED1/CDC6/RARA/DDX3X/NUSAP1/CCND3/STAT5B/MAD2L1BP/DUSP3/UBE2C/TAL1/CDC25A/NUP62/TMOD3/DLGAP5/AURKA/CDK1/FEN1/INCENP/CDCA5/KAT5/RAB11A/FOSL1/PRKCA/LRP5/MDM2/CCNB1/CCND1/SIN3A/E2F7/BIRC5/ANAPC11/LGMN/ASNS/IGF1R/MEPCE/SLF2/RRM2B/KMT2E/PSMD10/PSRC1/ANAPC7/BCL2L11/CUL4A/TFDP1/TBX3/ZPR1/RAD21/MAD2L1/PLK4/ABL1/UBE2B/MACROH2A1/FBXO5/HCFC1/LSM11/NCAPG2/PKP4/NPM1/ECT2/EIF4G1/TPR/CDC73/DYRK3/PROX1/HNRNPU,91
GO:2000779,regulation of double-strand break repair,45/3235,132/18888,1.71E-06,4.27E-05,3.10E-05,NSD2/SMCHD1/PIAS4/NUDT16L1/SENP3/SMARCA4/RMI2/MAD2L2/DEK/KLHL15/AUNIP/ARID1A/RPA2/MEAF6/SETD2/SMARCC1/SPIDR/PRKDC/UBE2V2/SMARCD1/PBRM1/SMARCC2/SMARCD2/OTUB1/ACTR2/DPF2/KAT5/HMGA2/SIRT1/PPP4R2/TERF2IP/MORF4L1/SHLD2/UBE2N/SLF2/MORF4L2/ING3/RUVBL1/ABL1/UBQLN4/ARID1B/PHF10/MRNIP/MAGEF1/PARP1,45
GO:0050000,chromosome localization,42/3235,120/18888,1.72E-06,4.28E-05,3.10E-05,SUN1/NUP98/NDEL1/CHMP1B/SEH1L/RCC2/CDC42/NUDC/ZNF207/MAPRE1/KIFC1/CHMP4B/CDCA8/SIRT2/FAM83D/KIF2C/KPNB1/NUP62/DLGAP5/ZWINT/INCENP/CDCA5/ACTR2/KAT5/RAB11A/ZWILCH/CCNB1/BIRC5/CDT1/CHMP1A/PSRC1/ZW10/BUB3/UBE2B/LMNA/PMF1/NUF2/ECT2/BOD1/NSL1/CENPF/HNRNPU,42
GO:0097191,extrinsic apoptotic signaling pathway,68/3235,230/18888,1.96E-06,4.85E-05,3.52E-05,FGFR3/MKNK2/PDPK1/TNFRSF12A/JAK2/TNFRSF1A/LTBR/ICAM1/TNFRSF1B/RAF1/PRDX2/BCL2L2/NF1/BCL2L1/HSPA1B/SRC/FGFR1/THBS1/DDX3X/PDIA3/STK4/MADD/SPI1/GATA1/BAX/BCL2L12/SMAD4/ACVR1B/PPP2R1A/CX3CL1/RELA/SMAD3/PPP1CA/FEM1B/FADD/CTTN/BCL10/CIB1/GCLM/SERPINE1/YAP1/BEX3/FOXO3/SORT1/BCL2L11/TCF7L2/HIPK1/DAB2IP/DIABLO/TRAF2/TNFAIP3/CTNNA1/DELE1/CASP2/MCL1/SIAH2/FGA/ARHGEF2/LMNA/ACVR1/ITGA6/HMGB2/PAK2/CFLAR/STRADB/TMBIM1/AGT/ITM2C,68
GO:0006367,transcription initiation at RNA polymerase II promoter,49/3235,149/18888,1.99E-06,4.87E-05,3.53E-05,NOC2L/GLYR1/MED10/TAF10/TP53/SMARCA4/ATF7IP/MED28/E2F3/E2F2/ARID1A/MAZ/NFKBIA/MED29/MED1/MED24/THRA/FOXO1/EP300/TAF8/SRF/SPI1/MED4/SMARCD1/PSMC6/ZNF451/CTCFL/MED13/TRMT112/RBM14/TAF9/TAF1/WBP2/GTF2A1/DR1/PHF2/MED30/KMT2A/HNF1A/ERCC3/MYC/CDK9/POLR2D/MED23/WDR5/MACROH2A1/TAF7/ARID1B/USP21,49
GO:0051985,negative regulation of chromosome segregation,23/3235,50/18888,2.00E-06,4.87E-05,3.53E-05,TRIP13/MAD2L2/KLHL22/PLK1/ZNF207/CDCA8/BUB1B/MAD2L1BP/ZWINT/INCENP/ZWILCH/CCNB1/BIRC5/TTK/ZW10/RAD21/MAD2L1/BUB3/FBXO5/NUF2/DUSP1/TPR/CENPF,23
GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,23/3235,50/18888,2.00E-06,4.87E-05,3.53E-05,TRIP13/MAD2L2/KLHL22/PLK1/ZNF207/CDCA8/BUB1B/MAD2L1BP/ZWINT/INCENP/ZWILCH/CCNB1/BIRC5/TTK/ZW10/RAD21/MAD2L1/BUB3/FBXO5/NUF2/DUSP1/TPR/CENPF,23
GO:1905819,negative regulation of chromosome separation,23/3235,50/18888,2.00E-06,4.87E-05,3.53E-05,TRIP13/MAD2L2/KLHL22/PLK1/ZNF207/CDCA8/BUB1B/MAD2L1BP/ZWINT/INCENP/ZWILCH/CCNB1/BIRC5/TTK/ZW10/RAD21/MAD2L1/BUB3/FBXO5/NUF2/DUSP1/TPR/CENPF,23
GO:0032271,regulation of protein polymerization,62/3235,204/18888,2.01E-06,4.87E-05,3.53E-05,KANK1/FKBP4/PFN1/RAC1/KANK2/CDKN1B/TMSB4X/CAPZB/DMTN/CYFIP1/STMN1/MAPRE3/PTK2B/GIT1/HSPA1B/MAPRE1/HAUS5/GBA2/DYRK1A/BAG4/RICTOR/VASP/EML2/AMBRA1/CKAP5/ARF6/TMOD3/MYADM/SPTBN1/SPTB/ARL2/CTTN/ADD2/MAP1B/CDC42EP4/DCTN1/GRB2/BAIAP2/RASA1/EVL/HSP90AA1/FER/PSRC1/ARPC3/MET/CAPZA2/GSN/CLASP1/ARPC5L/SPTAN1/ARHGAP18/CYRIB/ABL1/CAMSAP1/MTPN/PFN2/PRUNE1/MECP2/HAX1/SPTA1/ARPC5/VIL1,62
GO:0034446,substrate adhesion-dependent cell spreading,37/3235,101/18888,2.03E-06,4.89E-05,3.54E-05,KANK1/CRK/MICALL2/RAC1/ILK/RREB1/NEDD9/CALR/RCC2/CRKL/DMTN/CDC42/SRC/ACTN4/MDK/CSPG5/MYADM/LAMA5/RAB1A/UNC13D/PEAK1/RAC3/FZD4/CIB1/CORO1C/LIMS1/FER/AP1AR/DOCK1/ABL1/SPRY4/FLNA/FGA/EFNA1/LAMC1/ST6GAL1/FN1,37
GO:0007004,telomere maintenance via telomerase,29/3235,71/18888,2.03E-06,4.89E-05,3.54E-05,TELO2/TP53/MAP2K7/CTC1/CCT5/HNRNPC/MAPK1/MAPK3/SRC/RFC1/CTNNB1/TENT4B/HNRNPA1/CCT6A/TNKS1BP1/TERF2/CCT7/TERF2IP/TNKS2/HSP90AA1/DCP2/DKC1/SMG5/CCT3/TCP1/MAP3K4/NEK7/XRCC5/HNRNPU,29
GO:0090090,negative regulation of canonical Wnt signaling pathway,48/3235,145/18888,2.05E-06,4.90E-05,3.55E-05,AXIN1/STK11/APC2/TLE5/MAD2L2/LATS2/CHD8/CDH2/ZNRF3/PTPRU/MAPK14/IGFBP4/FOXO1/RBX1/CTNNB1/STK4/IGFBP1/MDK/LRP4/LMBR1L/FUZ/NKD1/SMAD4/DKK1/PFDN5/AMFR/DDIT3/CTNND1/SDHAF2/AMER1/FRMD8/AXIN2/TLE3/SOX9/NHERF1/LZTS2/FOXO3/TCF7L2/DAB2IP/GPC3/NOTCH1/EGR1/CSNK1A1/WWTR1/SIAH2/G3BP1/EMD/SOX13,48
GO:0035459,vesicle cargo loading,18/3235,34/18888,2.06E-06,4.92E-05,3.56E-05,TBC1D20/AP3D1/KIF13A/SEC23B/SEC23A/MIA2/SCAP/RAB1A/SAR1A/SEC24C/AP3M1/TMED10/SEC31A/PICALM/SEC24D/TMED2/SEC24A/INSIG1,18
GO:0140694,non-membrane-bounded organelle assembly,108/3235,413/18888,2.08E-06,4.96E-05,3.59E-05,WNK1/CDS2/FSCN1/PPAN/CHMP1B/ALKBH5/LSM4/PUM2/PLK1/CEP85/ABT1/MAPRE3/POLDIP2/RCC1/YTHDF2/ATXN2L/TUBB/PISD/TPX2/HSPA1B/ZNF207/MAPRE1/ITGB1/KIFC1/CLASP2/CHMP4B/CAPRIN1/LSM14A/BRIX1/EIF6/HAUS5/SRC/CDCA8/GRB7/PRKAA1/DDX3X/KRT19/KAT2A/RRP7A/SRF/KPNB1/PRKDC/NUP62/SMAD4/DAZAP2/TMOD3/SMC1A/TNNT1/DLGAP5/CDK2/AURKA/PRKAA2/PATL1/DDB1/INCENP/YTHDF1/SAC3D1/RAB11A/RBM14/E2F4/PRKAR1A/CENPH/MZT1/EDC3/G3BP2/CNOT6L/BIRC5/ACTG1/CENPX/CSNK1D/USP10/AKAP13/CHMP1A/PRC1/EIF5B/LZTS2/SMC3/TUBGCP3/DDX6/GSN/CLASP1/STAG2/DHX37/SQLE/PLK4/GOLGA2/FLNC/MRPS2/PLEC/POGZ/G3BP1/CETN2/FBXO5/FLNA/EZR/NPM1/PRRC2C/SQSTM1/TPR/NEK7/CFLAR/CSRP1/PROX1/CENPF/XRCC5/VIL1/CCSAP/HNRNPU,108
GO:0070828,heterochromatin organization,47/3235,141/18888,2.09E-06,4.96E-05,3.59E-05,KDM5A/PCGF3/MBD3/DOT1L/LMNB2/SMCHD1/CDYL/MTHFR/SAMD1/ATF7IP/JARID2/HP1BP3/CBX3/SUZ12/DYRK1A/H1-0/SIRT2/BAHD1/PPHLN1/EZH1/H2AZ2/KMT2D/ZNFX1/CDK2/BAZ2A/HMGA2/SIRT1/TET1/SIN3A/PCGF5/PHF2/UBR5/LRIF1/POLE3/KMT2A/H2AX/LMNB1/MYC/MACROH2A1/SETDB1/MECP2/LMNA/HAT1/TPR/BCL6/TRIP12/HNRNPU,47
GO:0051170,import into nucleus,53/3235,166/18888,2.15E-06,5.06E-05,3.67E-05,TSC2/NUP98/MAVS/JAK2/TP53/ELAVL1/IPO7/TARDBP/TNPO2/NUP153/E2F3/NUP58/NF1/NFKBIA/MAPK14/CDKN1A/MED1/EP300/CHP1/JUP/STAT3/PKIG/STK4/KPNB1/PRKAG1/NUP62/HNRNPA1/CDK1/POLA2/SMAD3/KPNA2/PPP3R1/TNPO1/POM121/POM121C/IPO5/HSP90AA1/UBR5/ZPR1/TNPO3/RAN/NUP214/NOTCH1/FAM53C/TXNIP/RBM22/FLNA/LMNA/KPNA4/ECT2/SQSTM1/TPR/NUP133,53
GO:1902893,regulation of miRNA transcription,30/3235,75/18888,2.29E-06,5.38E-05,3.90E-05,TP53/SMARCA4/SREBF1/WT1/PPARD/FOXA1/RARA/MRTFA/SREBF2/STAT3/SRF/VEGFA/SPI1/NR1H2/SMAD4/JUN/ZNF512B/RELA/FOSL1/SMAD3/SOX9/BMPR1A/YY1/FOXO3/NOTCH2/NCOR2/MYC/GATA2/EGR1/AGT,30
GO:1903747,regulation of establishment of protein localization to mitochondrion,22/3235,47/18888,2.32E-06,5.43E-05,3.93E-05,UBE2J2/MICALL2/SREBF1/UBE2L3/TOMM7/BNIP3L/DNAJA1/BAG4/PRKAA1/SREBF2/ATG13/SAE1/ARIH2/BAP1/HUWE1/LMAN1/LEPROT/USP36/TOMM70/UBE2D3/HAX1/FZD5,22
GO:0050821,protein stabilization,65/3235,218/18888,2.38E-06,5.56E-05,4.03E-05,CSNK2A1/POLR2E/DVL1/TELO2/WDR81/NCLN/PFN1/WFS1/TP53/USP7/PIN1/VHL/CCT5/CALR/ATF7IP/FLOT2/BAG6/HSPA1B/PDRG1/ZNF207/PFDN6/PIM1/BAG4/EP300/CHP1/PEX6/GRN/STK4/COG3/SMAD7/RTN4/CCT6A/PLPP3/CTNND1/PPIB/SYVN1/SMAD3/TAF9/TAF1/RAB21/CCT7/ZBED3/USP36/SEL1L/PYURF/HSP90AA1/COA8/PIH1D2/LAMP1/LAMP2/RUVBL1/UBE2B/PFN2/HCFC1/FLNA/EFNA1/GLMP/CCT3/TCP1/PDCD10/ATP1B1/NPM1/DVL3/CPN2/HSPD1,65
GO:0009411,response to UV,50/3235,154/18888,2.40E-06,5.57E-05,4.03E-05,NOC2L/STK11/UVSSA/CREBBP/PCNA/TP53/MAP2K7/TMEM161A/CCAR2/SCARA3/NSMCE3/AQP1/MAPK14/CDKN1A/MAP4K3/ATF4/EIF2AK4/BMF/PRKAA1/RBX1/EP300/ERCC2/MSH6/CDC25A/MAPK8/BAX/POLD1/BRSK1/FECH/DDB1/FEN1/USP1/PCLAF/RELA/SIRT1/MDM2/CCND1/TAF1/REV1/YY1/CUL4A/ERCC3/MYC/PTPRK/UBE2B/MAP3K4/NPM1/CASP3/RO60/PARP1,50
GO:0000910,cytokinesis,58/3235,188/18888,2.51E-06,5.80E-05,4.20E-05,WNK1/CDC25B/KLHL21/PIN1/ROCK2/CHMP1B/GIPC1/KIF13A/SEPTIN5/RHOB/CDC42/PLK1/STMN1/POLDIP2/UNC119/GIT1/RAB11FIP4/BCL2L1/SON/CHMP4B/PDCD6IP/MYH9/PDXP/CDCA8/CDC6/NUSAP1/CALM3/SETD2/CALM2/KLHDC8B/NUP62/SPTBN1/AURKA/INCENP/ACTR2/CFL1/RAB11A/IST1/RTKN/EXOC7/E2F7/SEPTIN9/BIRC5/ANXA11/RASA1/CHMP1A/PRC1/IGF1R/LZTS2/RHOC/RAB35/TMEM250/PLEC/CETN2/PKP4/ECT2/ARF1/SEPTIN2,58
GO:0030174,regulation of DNA-templated DNA replication initiation,Nov-35,15/18888,2.54E-06,5.85E-05,4.24E-05,WRNIP1/MCM5/MCM4/MCM3/CDK2/CDT1/TICRR/NBN/MCM2/CIZ1/MCM6,11
