,chrom_1,start_1,end_1,chrom_2,start_2,end_2
279,chr19,541552,542087,chr19,541756,541814
280,chr16,552296,552771,chr16,552627,552691
281,chr11,562322,562776,chr11,562491,562599
282,chr11,563188,563980,chr11,563832,563919
283,chr11,563380,564012,chr11,563832,563919
284,chr11,563380,563993,chr11,563832,563919
285,chr11,563569,564021,chr11,563832,563919
286,chr11,563645,564025,chr11,563832,563919
287,chr19,572571,572701,chr19,572639,572700
288,chr19,572593,572701,chr19,572639,572700
289,chr19,572595,572701,chr19,572639,572700
290,chr16,576049,577217,chr16,576424,576451
291,chr19,580378,580782,chr19,580740,580758
292,chr19,580378,580782,chr19,580740,580782
293,chr19,580645,580782,chr19,580740,580758
294,chr19,580645,580782,chr19,580740,580782
295,chr19,580645,580782,chr19,580740,580758
296,chr19,580645,580782,chr19,580740,580782
297,chr19,580646,580782,chr19,580740,580758
298,chr19,580646,580782,chr19,580740,580782
299,chr19,580660,580782,chr19,580740,580758
300,chr19,580660,580782,chr19,580740,580782
301,chr19,580660,580782,chr19,580740,580782
302,chr19,580660,580782,chr19,580740,580758
303,chr19,581314,581542,chr19,581345,581412
304,chr19,581314,581591,chr19,581314,581345
305,chr19,581314,581591,chr19,581314,581345
306,chr19,581314,581591,chr19,581345,581412
307,chr19,581314,581591,chr19,581345,581412
308,chr19,581314,581591,chr19,581314,581345
309,chr19,581314,581591,chr19,581314,581345
310,chr19,581314,581591,chr19,581314,581345
311,chr19,581314,581591,chr19,581345,581412
312,chr19,581314,581591,chr19,581345,581412
313,chr19,581314,581591,chr19,581345,581412
314,chr19,581314,581542,chr19,581314,581345
315,chr19,582749,583493,chr19,583007,583053
316,chr19,582749,583492,chr19,583289,583372
317,chr19,582749,583492,chr19,583362,583369
318,chr19,582749,583493,chr19,583004,583076
319,chr19,582749,583493,chr19,583004,583076
320,chr19,582749,583493,chr19,583362,583369
321,chr19,582749,583493,chr19,583289,583372
322,chr19,582749,583493,chr19,583007,583053
323,chr19,582749,583494,chr19,583289,583372
324,chr19,582749,583494,chr19,583362,583369
325,chr19,582749,583493,chr19,583004,583076
326,chr19,582749,583493,chr19,583007,583053
327,chr19,582749,583493,chr19,583289,583372
328,chr19,582749,583493,chr19,583362,583369
329,chr19,582749,583493,chr19,583004,583076
330,chr19,582749,583493,chr19,583007,583053
331,chr19,582749,583493,chr19,583289,583372
332,chr19,582749,583492,chr19,583004,583076
333,chr19,582749,583463,chr19,583289,583372
334,chr19,582749,583493,chr19,583289,583372
335,chr19,582749,583493,chr19,583362,583369
336,chr19,582749,583463,chr19,583362,583369
337,chr19,582749,583493,chr19,583362,583369
338,chr19,582749,583493,chr19,583004,583076
339,chr19,582749,583493,chr19,583007,583053
340,chr19,582749,583493,chr19,583289,583372
341,chr19,582749,583493,chr19,583362,583369
342,chr19,582749,583493,chr19,583007,583053
343,chr19,582749,583493,chr19,583362,583369
344,chr19,582749,583494,chr19,583007,583053
345,chr19,582749,583487,chr19,583007,583053
346,chr19,582749,583487,chr19,583004,583076
347,chr19,582749,583463,chr19,583289,583372
348,chr19,582749,583463,chr19,583007,583053
349,chr19,582749,583463,chr19,583007,583053
350,chr19,582749,583487,chr19,583362,583369
351,chr19,582749,583487,chr19,583289,583372
352,chr19,582749,583487,chr19,583007,583053
353,chr19,582749,583487,chr19,583004,583076
354,chr19,582749,583442,chr19,583362,583369
355,chr19,582749,583494,chr19,583004,583076
356,chr19,582749,583493,chr19,583289,583372
357,chr19,582749,583463,chr19,583004,583076
358,chr19,582749,583462,chr19,583362,583369
359,chr19,582749,583462,chr19,583289,583372
360,chr19,582749,583462,chr19,583007,583053
361,chr19,582749,583462,chr19,583004,583076
362,chr19,582749,583493,chr19,583004,583076
363,chr19,582749,583487,chr19,583289,583372
364,chr19,582749,583487,chr19,583362,583369
365,chr19,582749,583492,chr19,583007,583053
366,chr19,582749,583442,chr19,583289,583372
367,chr19,582749,583442,chr19,583007,583053
368,chr19,582749,583442,chr19,583004,583076
369,chr19,582749,583463,chr19,583362,583369
370,chr19,582749,583463,chr19,583004,583076
371,chr19,582838,583442,chr19,583362,583369
372,chr19,582838,583442,chr19,583289,583372
373,chr19,582838,583442,chr19,583007,583053
374,chr19,582838,583442,chr19,583004,583076
375,chr11,611633,612043,chr11,611889,611963
376,chr11,611777,612222,chr11,611889,611963
377,chr11,611777,611964,chr11,611889,611963
378,chr11,611777,611964,chr11,611889,611963
379,chr11,611777,611964,chr11,611889,611963
380,chr16,627341,629272,chr16,627707,627758
381,chr16,627341,629272,chr16,628982,629088
382,chr16,627622,629271,chr16,627707,627758
383,chr16,627622,629268,chr16,628982,629088
384,chr16,627622,629268,chr16,627707,627758
385,chr16,627622,629271,chr16,628982,629088
386,chr16,627622,629271,chr16,627707,627758
387,chr16,627622,629271,chr16,628982,629088
388,chr16,627622,629271,chr16,628982,629088
389,chr16,627622,629271,chr16,627707,627758
390,chr11,644232,644654,chr11,644266,644333
391,chr11,644232,644549,chr11,644266,644333
392,chr11,644233,644549,chr11,644266,644333
393,chr11,644238,644549,chr11,644266,644333
394,chr11,644246,644549,chr11,644266,644333
395,chr11,644246,644654,chr11,644266,644333
396,chr11,644272,644654,chr11,644266,644333
397,chr11,644294,644654,chr11,644266,644333
398,chr20,646614,648713,chr20,648676,648709
399,chr20,646625,648855,chr20,648676,648709
400,chr10,650787,652655,chr10,651318,651384
401,chr10,651110,651429,chr10,651318,651384
402,chr10,651203,651505,chr10,651318,651384
403,chr18,662145,662320,chr18,662210,662263
404,chr16,664987,665801,chr16,665469,665541
405,chr16,664987,665801,chr16,665188,665227
406,chr18,670317,674304,chr18,673423,673458
407,chr18,672997,673578,chr18,673423,673458
408,chr18,672997,673484,chr18,673423,673458
409,chr16,673479,674125,chr16,673960,674047
410,chr16,673479,674174,chr16,673960,674047
411,chr16,673479,674125,chr16,673896,673927
412,chr16,673479,673972,chr16,673896,673927
413,chr16,673479,673972,chr16,673960,674047
414,chr16,673479,674174,chr16,673896,673927
415,chr16,673606,674159,chr16,673960,674047
416,chr16,673606,674159,chr16,673896,673927
417,chr16,673606,674171,chr16,673960,674047
418,chr16,673606,674171,chr16,673896,673927
419,chr9,710803,713464,chr9,712797,712846
420,chr9,710803,713464,chr9,711591,711609
421,chr9,710803,713464,chr9,712797,712846
422,chr9,710803,713464,chr9,711591,711609
423,chr9,710803,713464,chr9,710835,710891
424,chr9,710803,713464,chr9,710835,710891
425,chr9,710803,713464,chr9,712797,712846
426,chr9,710803,713464,chr9,711591,711609
427,chr9,710803,713464,chr9,710835,710891
428,chr9,710803,713464,chr9,711591,711609
429,chr9,710803,713464,chr9,710835,710891
430,chr9,710803,713464,chr9,712797,712846
431,chr9,710803,713464,chr9,710835,710891
432,chr9,710803,713464,chr9,711591,711609
433,chr9,710803,713464,chr9,712797,712846
434,chr9,710803,713464,chr9,710835,710891
435,chr9,710803,713464,chr9,711591,711609
436,chr9,710803,713464,chr9,710835,710891
437,chr9,710803,713464,chr9,711591,711609
438,chr9,710803,713464,chr9,712797,712846
439,chr9,710803,713464,chr9,712797,712846
440,chr16,722200,722585,chr16,722421,722513
441,chr16,722308,722508,chr16,722421,722513
442,chr16,722308,722589,chr16,722421,722513
443,chr16,722308,722590,chr16,722421,722513
444,chr16,727274,727614,chr16,727253,727319
445,chr16,727317,728029,chr16,727253,727319
446,chr16,727317,727679,chr16,727253,727319
447,chr16,728825,729733,chr16,729537,729665
448,chr16,728825,729715,chr16,729537,729665
449,chr16,729008,729715,chr16,729537,729665
450,chr16,729168,729715,chr16,729537,729665
451,chr16,729287,729715,chr16,729537,729665
452,chr16,729456,729715,chr16,729537,729665
453,chr19,731091,731245,chr19,731211,731242
454,chr19,731094,731245,chr19,731211,731242
455,chr19,731094,731245,chr19,731211,731242
456,chr19,731094,731245,chr19,731211,731242
457,chr9,742204,746070,chr9,745260,745414
458,chr9,742204,746070,chr9,743586,743593
459,chr9,742204,746070,chr9,745291,745325
460,chr9,744490,746090,chr9,745260,745414
461,chr9,744490,746090,chr9,745291,745325
462,chr9,744688,746104,chr9,745260,745414
463,chr9,744688,746092,chr9,745291,745325
464,chr9,744688,746104,chr9,745291,745325
465,chr9,744688,746090,chr9,745260,745414
466,chr9,744688,746090,chr9,745291,745325
467,chr9,744688,746090,chr9,745291,745325
468,chr9,744688,746090,chr9,745260,745414
469,chr9,744688,746092,chr9,745260,745414
470,chr9,745172,746097,chr9,745260,745414
471,chr9,745172,746092,chr9,745260,745414
472,chr9,745172,746092,chr9,745291,745325
473,chr9,745172,746092,chr9,745260,745414
474,chr9,745172,746097,chr9,745260,745414
475,chr9,745172,746103,chr9,745291,745325
476,chr9,745172,746103,chr9,745260,745414
477,chr9,745172,746097,chr9,745291,745325
478,chr9,745172,746092,chr9,745291,745325
479,chr9,745172,746097,chr9,745291,745325
480,chr9,745235,746103,chr9,745291,745325
481,chr9,745235,746103,chr9,745260,745414
482,chr9,745235,746103,chr9,745291,745325
483,chr9,745235,746105,chr9,745260,745414
484,chr9,745235,746105,chr9,745291,745325
485,chr9,745235,746102,chr9,745260,745414
486,chr9,745235,746102,chr9,745291,745325
487,chr9,745235,746090,chr9,745291,745325
488,chr9,745235,746092,chr9,745260,745414
489,chr9,745235,746092,chr9,745291,745325
490,chr9,745235,746103,chr9,745291,745325
491,chr9,745235,746103,chr9,745260,745414
492,chr9,745235,746092,chr9,745260,745414
493,chr9,745235,746092,chr9,745291,745325
494,chr9,745235,746097,chr9,745260,745414
495,chr9,745235,746097,chr9,745260,745414
496,chr9,745235,746097,chr9,745291,745325
497,chr9,745235,746099,chr9,745260,745414
498,chr9,745235,746099,chr9,745291,745325
499,chr9,745235,746099,chr9,745260,745414
500,chr9,745235,746099,chr9,745291,745325
501,chr9,745235,746097,chr9,745291,745325
502,chr9,745235,746097,chr9,745260,745414
503,chr9,745235,746097,chr9,745291,745325
504,chr9,745235,746092,chr9,745260,745414
505,chr9,745235,746092,chr9,745291,745325
506,chr9,745235,746099,chr9,745260,745414
507,chr9,745235,746092,chr9,745291,745325
508,chr9,745235,746099,chr9,745291,745325
509,chr9,745235,746099,chr9,745260,745414
510,chr9,745235,746092,chr9,745291,745325
511,chr9,745235,746092,chr9,745260,745414
512,chr9,745235,746090,chr9,745260,745414
513,chr9,745235,746103,chr9,745260,745414
514,chr9,745235,746092,chr9,745260,745414
515,chr9,745235,746099,chr9,745291,745325
516,chr17,759329,760172,chr17,760137,760216
517,chr17,759329,760172,chr17,759468,759542
518,chr17,759329,760172,chr17,760137,760216
519,chr17,759329,760172,chr17,759468,759542
520,chr17,760021,760238,chr17,760137,760216
521,chr17,760063,760238,chr17,760137,760216
522,chr17,760072,760172,chr17,760137,760216
523,chr17,760097,760238,chr17,760137,760216
524,chr4,766079,770089,chr4,766943,767011
525,chr4,766673,767864,chr4,766943,767011
526,chr11,767221,770896,chr11,770447,770522
527,chr11,770469,770896,chr11,770447,770522
528,chr11,790474,791914,chr11,791173,791227
529,chr11,790474,791914,chr11,791173,791227
530,chr19,804035,804702,chr19,804402,804423
531,chr19,804035,804438,chr19,804402,804423
532,chr19,804291,804438,chr19,804402,804423
533,chr19,804291,804438,chr19,804402,804423
534,chr10,809496,812925,chr10,812007,812048
535,chr10,809496,812925,chr10,812490,812540
536,chr10,809548,812925,chr10,812007,812048
537,chr10,809548,813213,chr10,812490,812540
538,chr10,809548,813213,chr10,812007,812048
539,chr10,809548,812925,chr10,812490,812540
540,chr19,810693,812256,chr19,812037,812085
541,chr19,810693,812253,chr19,812037,812085
542,chr19,810826,812327,chr19,812037,812085
543,chr19,810826,812327,chr19,812037,812085
544,chr19,810826,812275,chr19,812037,812085
545,chr19,810826,812222,chr19,812037,812085
546,chr19,810826,812312,chr19,812037,812085
547,chr19,810826,812312,chr19,812037,812085
548,chr19,810826,812312,chr19,812037,812085
549,chr10,811821,813166,chr10,812007,812048
550,chr10,811821,813166,chr10,812490,812540
551,chr19,812487,812569,chr19,812508,812544
552,chr19,812487,812569,chr19,812508,812544
553,chr10,812505,812925,chr10,812490,812540
554,chr11,829296,829540,chr11,829527,829578
555,chr11,829304,829540,chr11,829527,829578
556,chr11,829306,831295,chr11,829527,829578
557,chr11,829359,829555,chr11,829527,829578
558,chr11,838132,838830,chr11,838424,838467
559,chr11,838132,838835,chr11,838424,838467
560,chr11,838192,838835,chr11,838424,838467
561,chr11,838192,838831,chr11,838424,838467
562,chr11,838192,838798,chr11,838424,838467
563,chr11,838192,838834,chr11,838424,838467
564,chr11,838444,838831,chr11,838424,838467
565,chr4,849276,849672,chr4,849346,849454
566,chr4,849276,849774,chr4,849346,849454
567,chr4,849277,849672,chr4,849346,849454
568,chr4,849307,849672,chr4,849346,849454
569,chr11,866561,867111,chr11,866902,866969
570,chr11,866561,867109,chr11,866900,866955
571,chr11,866561,867109,chr11,866902,866969
572,chr11,866561,867109,chr11,866900,866955
573,chr11,866561,867111,chr11,866900,866955
574,chr11,866561,867109,chr11,866902,866969
575,chr11,866630,867111,chr11,866902,866969
576,chr11,866630,867111,chr11,866900,866955
577,chr11,866630,867116,chr11,866900,866955
578,chr11,866630,867111,chr11,866900,866955
579,chr11,866630,867116,chr11,866902,866969
580,chr11,866630,867116,chr11,866902,866969
581,chr11,866630,867116,chr11,866902,866969
582,chr11,866630,867116,chr11,866900,866955
583,chr11,866630,867111,chr11,866902,866969
584,chr11,866630,867116,chr11,866900,866955
585,chr11,866630,867111,chr11,866902,866969
586,chr11,866630,867111,chr11,866900,866955
587,chr11,866630,867116,chr11,866902,866969
588,chr11,866630,867116,chr11,866900,866955
589,chr11,867858,869857,chr11,868687,868795
590,chr11,867858,869857,chr11,868812,868857
591,chr11,867859,869857,chr11,868812,868857
592,chr11,867859,869857,chr11,868812,868857
593,chr11,867859,869857,chr11,868687,868795
594,chr11,867859,869857,chr11,868687,868795
595,chr19,871036,871253,chr19,871112,871224
596,chr7,873214,874902,chr7,874511,874602
597,chr7,873214,874902,chr7,873362,873438
598,chr7,873214,874902,chr7,874774,874854
599,chr7,873214,874902,chr7,873362,873438
600,chr7,873214,874902,chr7,874774,874854
601,chr7,873214,874902,chr7,874511,874602
602,chr7,873214,874902,chr7,873365,873409
603,chr7,873214,874902,chr7,873365,873409
604,chr7,873214,874902,chr7,874511,874602
605,chr7,873214,874902,chr7,873362,873438
606,chr7,873214,874902,chr7,873365,873409
607,chr7,873214,874902,chr7,874774,874854
608,chr7,873331,874902,chr7,873362,873438
609,chr7,873331,874902,chr7,873365,873409
610,chr7,873331,874899,chr7,873362,873438
611,chr7,873331,874899,chr7,873365,873409
612,chr7,873331,874902,chr7,874774,874854
613,chr7,873331,874902,chr7,874511,874602
614,chr7,873331,874920,chr7,874511,874602
615,chr7,873331,874920,chr7,874774,874854
616,chr7,873331,874934,chr7,874774,874854
617,chr7,873331,874934,chr7,874511,874602
618,chr7,873331,874902,chr7,873362,873438
619,chr7,873331,874902,chr7,873365,873409
620,chr7,873331,874920,chr7,874774,874854
621,chr7,873331,874920,chr7,874511,874602
622,chr7,873331,874920,chr7,873365,873409
623,chr7,873331,874920,chr7,873362,873438
624,chr7,873331,874900,chr7,873362,873438
625,chr7,873331,874920,chr7,873362,873438
626,chr7,873331,874920,chr7,873365,873409
627,chr7,873331,874899,chr7,874511,874602
628,chr7,873331,874899,chr7,874774,874854
629,chr7,873331,874900,chr7,873365,873409
630,chr7,873331,874900,chr7,874511,874602
631,chr7,873331,874902,chr7,874511,874602
632,chr7,873331,874934,chr7,873365,873409
633,chr7,873331,874902,chr7,874774,874854
