X,DDX6_chrom,DDX6_start,DDX6_end,strand,confidence_score,sample_or_tissue_used,3UTR_chrom,3UTR_start,3UTR_end,GENCODE_ID
84,chr5,314796,314868,+,9.882761858,K562,chr5,314416,314974,ENST00000628729.2
85,chr5,314493,314544,+,4.734599103,K562,chr5,314416,314974,ENST00000628729.2
86,chr5,314621,314766,+,14.66354027,K562,chr5,314416,314974,ENST00000628729.2
87,chr5,314661,314735,+,16.06774445,K562,chr5,314416,314974,ENST00000628729.2
88,chr5,314661,314735,+,16.06774445,K562,chr5,314416,314955,ENST00000651543.1
89,chr5,314796,314868,+,9.882761858,K562,chr5,314416,314955,ENST00000651543.1
90,chr5,314621,314766,+,14.66354027,K562,chr5,314418,314806,ENST00000505221.5
91,chr5,314661,314735,+,16.06774445,K562,chr5,314418,314806,ENST00000505221.5
92,chr5,314796,314868,+,9.882761858,K562,chr5,314418,314806,ENST00000505221.5
93,chr5,314493,314544,+,4.734599103,K562,chr5,314418,314806,ENST00000505221.5
94,chr5,314796,314868,+,9.882761858,K562,chr5,314515,314974,ENST00000264933.9
95,chr5,314661,314735,+,16.06774445,K562,chr5,314515,314974,ENST00000264933.9
96,chr5,314493,314544,+,4.734599103,K562,chr5,314515,314974,ENST00000614778.4
97,chr5,314621,314766,+,14.66354027,K562,chr5,314515,314974,ENST00000264933.9
98,chr5,314493,314544,+,4.734599103,K562,chr5,314515,314974,ENST00000264933.9
99,chr5,314621,314766,+,14.66354027,K562,chr5,314515,314969,ENST00000507528.5
100,chr5,314621,314766,+,14.66354027,K562,chr5,314515,314974,ENST00000618970.4
101,chr5,314796,314868,+,9.882761858,K562,chr5,314515,314969,ENST00000507528.5
102,chr5,314493,314544,+,4.734599103,K562,chr5,314515,314974,ENST00000618970.4
103,chr5,314661,314735,+,16.06774445,K562,chr5,314515,314974,ENST00000618970.4
104,chr5,314661,314735,+,16.06774445,K562,chr5,314515,314969,ENST00000507528.5
105,chr5,314493,314544,+,4.734599103,K562,chr5,314515,314969,ENST00000507528.5
106,chr5,314621,314766,+,14.66354027,K562,chr5,314515,314974,ENST00000614778.4
107,chr5,314661,314735,+,16.06774445,K562,chr5,314515,314974,ENST00000614778.4
108,chr5,314796,314868,+,9.882761858,K562,chr5,314515,314974,ENST00000614778.4
109,chr5,314796,314868,+,9.882761858,K562,chr5,314515,314974,ENST00000618970.4
110,chr20,328616,328690,+,20.02533175,HepG2,chr20,326872,330224,ENST00000342665.5
111,chr20,328589,328668,+,6.466817015,K562,chr20,326872,330224,ENST00000342665.5
112,chr6,348980,349030,+,3.189448735,HepG2,chr6,348289,349057,ENST00000605035.5
113,chr6,348980,349030,+,3.189448735,HepG2,chr6,348951,349102,ENST00000605315.5
114,chr6,348980,349030,+,3.189448735,HepG2,chr6,348951,351355,ENST00000419235.7
115,chr6,348980,349030,+,3.189448735,HepG2,chr6,348951,351353,ENST00000604971.5
116,chr16,367475,367543,-,4.782928436,K562,chr16,366968,367674,ENST00000648346.1
117,chr16,367445,367669,-,9.550521601,K562,chr16,366968,367674,ENST00000199706.13
118,chr16,367445,367669,-,9.550521601,K562,chr16,366968,367674,ENST00000648346.1
119,chr16,367475,367543,-,4.782928436,K562,chr16,366968,367674,ENST00000199706.13
120,chr16,367445,367669,-,9.550521601,K562,chr16,367612,367674,ENST00000389675.6
121,chr16,371091,371155,-,7.013993118,HepG2,chr16,370787,371986,ENST00000431232.7
122,chr16,371174,371217,-,5.340467232,HepG2,chr16,370787,371986,ENST00000431232.7
123,chr20,396849,396893,+,3.36069115,K562,chr20,396690,397559,ENST00000217233.9
124,chr11,404583,404644,+,22.27068939,K562,chr11,404569,404908,ENST00000331563.7
125,chr11,404726,404874,+,400.0,K562,chr11,404569,404908,ENST00000331563.7
126,chr11,404823,404891,+,34.19218095,K562,chr11,404569,404908,ENST00000331563.7
127,chr11,404750,404823,+,33.28908758,K562,chr11,404569,404908,ENST00000331563.7
128,chr11,404576,404653,+,11.2539733,K562,chr11,404569,404908,ENST00000331563.7
129,chr20,438126,438188,-,3.189448735,HepG2,chr20,435479,438585,ENST00000354200.5
130,chr20,438126,438188,-,3.189448735,HepG2,chr20,435491,438585,ENST00000681129.1
131,chr20,438126,438188,-,3.189448735,HepG2,chr20,435491,438585,ENST00000681414.1
132,chr20,438126,438188,-,3.189448735,HepG2,chr20,435496,438585,ENST00000679895.1
133,chr20,438126,438188,-,3.189448735,HepG2,chr20,435501,438585,ENST00000681551.1
134,chr9,464846,464919,+,3.805119784,K562,chr9,464219,465259,ENST00000453981.5
135,chr9,464846,464919,+,3.805119784,K562,chr9,464219,465255,ENST00000432829.7
136,chr9,464414,464509,+,7.678728501,K562,chr9,464219,464526,ENST00000469391.5
137,chr9,464414,464509,+,7.678728501,K562,chr9,464219,465255,ENST00000432829.7
138,chr9,464414,464509,+,7.678728501,K562,chr9,464219,465259,ENST00000453981.5
139,chr9,464414,464509,+,7.678728501,K562,chr9,464219,465255,ENST00000382329.1
140,chr9,464846,464919,+,3.805119784,K562,chr9,464219,465255,ENST00000382329.1
141,chr20,481382,481483,-,7.958015499,K562,chr20,472497,483960,ENST00000217244.9
142,chr20,483539,483580,-,5.2156211,HepG2,chr20,472497,483960,ENST00000217244.9
143,chr20,481382,481483,-,7.958015499,K562,chr20,472497,483960,ENST00000646561.1
144,chr20,482600,482655,-,5.050337254,HepG2,chr20,472497,483960,ENST00000646561.1
145,chr20,483539,483580,-,5.2156211,HepG2,chr20,472497,483960,ENST00000646561.1
146,chr20,481389,481487,-,11.96066521,K562,chr20,472497,483960,ENST00000646561.1
147,chr20,482600,482655,-,5.050337254,HepG2,chr20,472497,483960,ENST00000217244.9
148,chr20,481389,481487,-,11.96066521,K562,chr20,472497,483960,ENST00000217244.9
149,chr20,482600,482655,-,5.050337254,HepG2,chr20,481109,483960,ENST00000349736.10
150,chr20,481382,481483,-,7.958015499,K562,chr20,481109,483960,ENST00000349736.10
151,chr20,481389,481487,-,11.96066521,K562,chr20,481109,483960,ENST00000349736.10
152,chr20,483539,483580,-,5.2156211,HepG2,chr20,481109,483960,ENST00000349736.10
153,chr20,483539,483580,-,5.2156211,HepG2,chr20,481191,483960,ENST00000646305.1
154,chr20,481389,481487,-,11.96066521,K562,chr20,481191,483960,ENST00000646305.1
155,chr20,481382,481483,-,7.958015499,K562,chr20,481191,483960,ENST00000646305.1
156,chr20,482600,482655,-,5.050337254,HepG2,chr20,481191,483960,ENST00000646305.1
157,chr20,482600,482655,-,5.050337254,HepG2,chr20,481622,483960,ENST00000645260.1
158,chr20,483539,483580,-,5.2156211,HepG2,chr20,481622,483960,ENST00000645260.1
159,chr20,483539,483580,-,5.2156211,HepG2,chr20,482710,483960,ENST00000642689.1
160,chr20,483539,483580,-,5.2156211,HepG2,chr20,482714,484019,ENST00000645234.1
161,chr20,483539,483580,-,5.2156211,HepG2,chr20,482721,483960,ENST00000646814.1
162,chr20,483539,483580,-,5.2156211,HepG2,chr20,482723,483960,ENST00000644885.1
163,chr20,483539,483580,-,5.2156211,HepG2,chr20,482723,483960,ENST00000646477.1
164,chr20,483539,483580,-,5.2156211,HepG2,chr20,482747,483960,ENST00000644710.1
165,chr20,483539,483580,-,5.2156211,HepG2,chr20,482886,483960,ENST00000644003.1
166,chr20,483539,483580,-,5.2156211,HepG2,chr20,483389,483960,ENST00000647026.1
167,chr19,541756,541814,+,5.419897543,K562,chr19,541552,542087,ENST00000215574.9
168,chr11,563832,563919,+,3.540116796,K562,chr11,563380,564012,ENST00000397582.7
169,chr11,563832,563919,+,3.540116796,K562,chr11,563380,563993,ENST00000431809.5
170,chr11,563832,563919,+,3.540116796,K562,chr11,563569,564021,ENST00000454668.2
171,chr11,563832,563919,+,3.540116796,K562,chr11,563645,564025,ENST00000397583.8
172,chr16,576424,576451,+,3.693916752,HepG2,chr16,576049,577217,ENST00000470411.2
173,chr19,583004,583076,+,20.33863224,K562,chr19,582749,583494,ENST00000573784.6
174,chr19,583362,583369,+,6.099840782,K562,chr19,582749,583494,ENST00000573784.6
175,chr19,583289,583372,+,25.25788787,K562,chr19,582749,583494,ENST00000573784.6
176,chr19,583007,583053,+,15.91335548,K562,chr19,582749,583494,ENST00000573784.6
177,chr19,583004,583076,+,20.33863224,K562,chr19,582749,583493,ENST00000333511.9
178,chr19,583362,583369,+,6.099840782,K562,chr19,582749,583493,ENST00000576984.3
179,chr19,583289,583372,+,25.25788787,K562,chr19,582749,583493,ENST00000576984.3
180,chr19,583007,583053,+,15.91335548,K562,chr19,582749,583493,ENST00000576984.3
181,chr19,583007,583053,+,15.91335548,K562,chr19,582749,583493,ENST00000333511.9
182,chr19,583289,583372,+,25.25788787,K562,chr19,582749,583493,ENST00000333511.9
183,chr19,583362,583369,+,6.099840782,K562,chr19,582749,583493,ENST00000333511.9
184,chr19,583004,583076,+,20.33863224,K562,chr19,582749,583493,ENST00000353555.9
185,chr19,583004,583076,+,20.33863224,K562,chr19,582749,583462,ENST00000680065.1
186,chr19,583362,583369,+,6.099840782,K562,chr19,582749,583442,ENST00000680552.1
187,chr19,583289,583372,+,25.25788787,K562,chr19,582749,583442,ENST00000680552.1
188,chr19,583007,583053,+,15.91335548,K562,chr19,582749,583442,ENST00000680552.1
189,chr19,583362,583369,+,6.099840782,K562,chr19,582749,583462,ENST00000680065.1
190,chr19,583289,583372,+,25.25788787,K562,chr19,582749,583462,ENST00000680065.1
191,chr19,583007,583053,+,15.91335548,K562,chr19,582749,583462,ENST00000680065.1
192,chr19,583004,583076,+,20.33863224,K562,chr19,582749,583487,ENST00000614867.2
193,chr19,583289,583372,+,25.25788787,K562,chr19,582749,583493,ENST00000680326.1
194,chr19,583007,583053,+,15.91335548,K562,chr19,582749,583493,ENST00000680326.1
195,chr19,583004,583076,+,20.33863224,K562,chr19,582749,583487,ENST00000618006.4
196,chr19,583362,583369,+,6.099840782,K562,chr19,582749,583487,ENST00000614867.2
197,chr19,583289,583372,+,25.25788787,K562,chr19,582749,583487,ENST00000614867.2
198,chr19,583007,583053,+,15.91335548,K562,chr19,582749,583487,ENST00000614867.2
199,chr19,583362,583369,+,6.099840782,K562,chr19,582749,583493,ENST00000353555.9
200,chr19,583289,583372,+,25.25788787,K562,chr19,582749,583493,ENST00000353555.9
201,chr19,583004,583076,+,20.33863224,K562,chr19,582749,583493,ENST00000680326.1
202,chr19,583362,583369,+,6.099840782,K562,chr19,582749,583487,ENST00000618006.4
203,chr19,583289,583372,+,25.25788787,K562,chr19,582749,583487,ENST00000618006.4
204,chr19,583007,583053,+,15.91335548,K562,chr19,582749,583487,ENST00000618006.4
205,chr19,583007,583053,+,15.91335548,K562,chr19,582749,583493,ENST00000353555.9
206,chr19,583362,583369,+,6.099840782,K562,chr19,582749,583493,ENST00000545507.6
207,chr19,583004,583076,+,20.33863224,K562,chr19,582749,583493,ENST00000576984.3
208,chr19,583004,583076,+,20.33863224,K562,chr19,582749,583493,ENST00000346916.9
209,chr19,583007,583053,+,15.91335548,K562,chr19,582749,583493,ENST00000346916.9
210,chr19,583289,583372,+,25.25788787,K562,chr19,582749,583493,ENST00000346916.9
211,chr19,583362,583369,+,6.099840782,K562,chr19,582749,583493,ENST00000346916.9
212,chr19,583004,583076,+,20.33863224,K562,chr19,582749,583442,ENST00000680552.1
213,chr19,583004,583076,+,20.33863224,K562,chr19,582749,583493,ENST00000545507.6
214,chr19,583362,583369,+,6.099840782,K562,chr19,582749,583493,ENST00000680326.1
215,chr19,583007,583053,+,15.91335548,K562,chr19,582749,583493,ENST00000545507.6
216,chr19,583289,583372,+,25.25788787,K562,chr19,582749,583493,ENST00000545507.6
217,chr19,583004,583076,+,20.33863224,K562,chr19,582838,583442,ENST00000679472.1
218,chr19,583362,583369,+,6.099840782,K562,chr19,582838,583442,ENST00000679472.1
219,chr19,583007,583053,+,15.91335548,K562,chr19,582838,583442,ENST00000679472.1
220,chr19,583289,583372,+,25.25788787,K562,chr19,582838,583442,ENST00000679472.1
221,chr11,611889,611963,+,4.105895486,K562,chr11,611777,612222,ENST00000264555.10
222,chr11,611889,611963,+,4.105895486,K562,chr11,611777,611964,ENST00000533464.5
223,chr11,611889,611963,+,4.105895486,K562,chr11,611777,611964,ENST00000416188.3
224,chr11,611889,611963,+,4.105895486,K562,chr11,611777,611964,ENST00000413872.6
225,chr16,627707,627758,+,3.178734411,K562,chr16,627622,629271,ENST00000535977.5
226,chr16,628982,629088,+,3.540116796,K562,chr16,627622,629271,ENST00000535977.5
227,chr16,628982,629088,+,3.540116796,K562,chr16,627622,629268,ENST00000248139.8
228,chr16,627707,627758,+,3.178734411,K562,chr16,627622,629271,ENST00000538492.5
229,chr16,628982,629088,+,3.540116796,K562,chr16,627622,629271,ENST00000538492.5
230,chr16,627707,627758,+,3.178734411,K562,chr16,627622,629271,ENST00000539661.5
231,chr16,627707,627758,+,3.178734411,K562,chr16,627622,629268,ENST00000248139.8
232,chr16,628982,629088,+,3.540116796,K562,chr16,627622,629271,ENST00000539661.5
233,chr11,644266,644333,-,5.858969044,K562,chr11,644232,644549,ENST00000382409.4
234,chr11,644266,644333,-,5.858969044,K562,chr11,644238,644549,ENST00000683307.1
235,chr20,648676,648709,-,3.199661376,HepG2,chr20,646614,648713,ENST00000381962.4
236,chr20,648676,648709,-,3.199661376,HepG2,chr20,646625,648855,ENST00000488788.2
237,chr18,673423,673458,+,4.628865613,K562,chr18,670317,674304,ENST00000647584.2
238,chr18,673423,673458,+,4.628865613,K562,chr18,672997,673578,ENST00000323274.15
239,chr18,673423,673458,+,4.628865613,K562,chr18,672997,673484,ENST00000323224.7
240,chr16,673896,673927,+,3.36069115,K562,chr16,673606,674171,ENST00000315082.9
241,chr16,673960,674047,+,9.018480385,K562,chr16,673606,674171,ENST00000315082.9
242,chr16,722421,722513,+,4.017282261,K562,chr16,722200,722585,ENST00000564000.5
243,chr16,729537,729665,+,7.148528716,K562,chr16,728825,729733,ENST00000549114.5
244,chr16,729537,729665,+,7.148528716,K562,chr16,728825,729715,ENST00000564537.5
245,chr16,729537,729665,+,7.148528716,K562,chr16,729168,729715,ENST00000341413.8
246,chr16,729537,729665,+,7.148528716,K562,chr16,729456,729715,ENST00000389703.8
247,chr9,745260,745414,+,17.64247564,HepG2,chr9,745235,746103,ENST00000674102.1
248,chr9,745291,745325,+,3.199661376,HepG2,chr9,745235,746103,ENST00000674102.1
249,chr9,745260,745414,+,17.64247564,HepG2,chr9,745235,746105,ENST00000382303.5
250,chr9,745291,745325,+,3.199661376,HepG2,chr9,745235,746105,ENST00000382303.5
251,chr9,745260,745414,+,17.64247564,HepG2,chr9,745235,746103,ENST00000382297.7
252,chr9,745291,745325,+,3.199661376,HepG2,chr9,745235,746103,ENST00000382297.7
253,chr9,745291,745325,+,3.199661376,HepG2,chr9,745235,746103,ENST00000382293.7
254,chr9,745260,745414,+,17.64247564,HepG2,chr9,745235,746103,ENST00000382293.7
255,chr9,745291,745325,+,3.199661376,HepG2,chr9,745235,746106,ENST00000619269.4
256,chr9,745260,745414,+,17.64247564,HepG2,chr9,745235,746106,ENST00000619269.4
257,chr17,759468,759542,-,7.061832456,K562,chr17,759096,760172,ENST00000301329.10
258,chr17,760137,760216,-,3.610284393,K562,chr17,759096,760172,ENST00000301329.10
259,chr17,760137,760216,-,3.610284393,K562,chr17,759309,760172,ENST00000536578.5
260,chr17,759468,759542,-,7.061832456,K562,chr17,759309,760172,ENST00000536578.5
261,chr17,760137,760216,-,3.610284393,K562,chr17,759329,760172,ENST00000301328.9
262,chr17,759468,759542,-,7.061832456,K562,chr17,759329,760172,ENST00000301328.9
263,chr4,770249,770313,-,5.046799405,K562,chr4,766079,770640,ENST00000362003.9
264,chr4,766943,767011,+,4.007253545,HepG2,chr4,766079,770640,ENST00000362003.9
265,chr11,770447,770522,-,6.577553636,K562,chr11,767221,770896,ENST00000319863.13
266,chr11,770447,770522,-,6.577553636,K562,chr11,770469,770896,ENST00000524550.5
267,chr11,791173,791227,-,3.96221267,HepG2,chr11,790474,791914,ENST00000320230.9
268,chr11,791173,791227,-,3.96221267,HepG2,chr11,790474,791914,ENST00000628067.3
269,chr10,812490,812540,-,3.882310524,HepG2,chr10,809496,812925,ENST00000316157.8
270,chr10,812007,812048,-,3.610284393,K562,chr10,809496,812925,ENST00000316157.8
271,chr19,812037,812085,+,14.34013132,K562,chr19,810826,812327,ENST00000627714.2
272,chr19,812037,812085,+,14.34013132,K562,chr19,810826,812222,ENST00000350092.8
273,chr19,812037,812085,+,14.34013132,K562,chr19,810826,812275,ENST00000679114.1
274,chr19,812037,812085,+,14.34013132,K562,chr19,810826,812312,ENST00000394601.8
275,chr19,812037,812085,+,14.34013132,K562,chr19,810826,812312,ENST00000349038.8
276,chr19,812037,812085,+,14.34013132,K562,chr19,810826,812312,ENST00000356948.11
277,chr19,812037,812085,+,14.34013132,K562,chr19,810826,812327,ENST00000635647.1
278,chr19,812508,812544,-,3.36069115,K562,chr19,812487,812569,ENST00000520876.8
279,chr19,812508,812544,-,3.36069115,K562,chr19,812487,812569,ENST00000359894.6
280,chr11,838424,838467,+,3.189448735,HepG2,chr11,838192,838834,ENST00000397421.5
281,chr11,838424,838467,+,3.189448735,HepG2,chr11,838192,838798,ENST00000528011.2
282,chr11,838424,838467,+,3.189448735,HepG2,chr11,838192,838831,ENST00000397420.9
283,chr11,838424,838467,+,3.189448735,HepG2,chr11,838192,838835,ENST00000322008.9
284,chr4,849346,849454,-,5.347881548,K562,chr4,849276,849672,ENST00000314167.9
285,chr4,849346,849454,-,5.347881548,K562,chr4,849277,849672,ENST00000511163.5
286,chr11,866902,866969,+,3.957620614,K562,chr11,866630,867116,ENST00000397396.5
287,chr11,866900,866955,+,7.72283998,K562,chr11,866630,867116,ENST00000397396.5
288,chr11,866900,866955,+,7.72283998,K562,chr11,866630,867111,ENST00000409531.5
289,chr11,866902,866969,+,3.957620614,K562,chr11,866630,867111,ENST00000397397.7
290,chr11,866902,866969,+,3.957620614,K562,chr11,866630,867116,ENST00000397404.5
291,chr11,866900,866955,+,7.72283998,K562,chr11,866630,867116,ENST00000397408.5
292,chr11,866900,866955,+,7.72283998,K562,chr11,866630,867116,ENST00000397404.5
293,chr11,866902,866969,+,3.957620614,K562,chr11,866630,867111,ENST00000409531.5
294,chr11,866902,866969,+,3.957620614,K562,chr11,866630,867116,ENST00000397408.5
295,chr11,866900,866955,+,7.72283998,K562,chr11,866630,867111,ENST00000397397.7
296,chr11,866902,866969,+,3.957620614,K562,chr11,866630,867116,ENST00000397406.5
297,chr11,866900,866955,+,7.72283998,K562,chr11,866630,867116,ENST00000397406.5
298,chr11,868687,868795,-,4.661830076,K562,chr11,867858,869857,ENST00000323578.13
299,chr11,868812,868857,-,3.199661376,HepG2,chr11,867858,869857,ENST00000323578.13
300,chr11,868687,868795,-,4.661830076,K562,chr11,867859,869857,ENST00000449825.5
301,chr11,868812,868857,-,3.199661376,HepG2,chr11,867859,869857,ENST00000454838.6
302,chr11,868687,868795,-,4.661830076,K562,chr11,867859,869857,ENST00000454838.6
303,chr11,868812,868857,-,3.199661376,HepG2,chr11,867859,869857,ENST00000449825.5
304,chr7,874774,874854,+,3.476468913,HepG2,chr7,873331,874902,ENST00000389574.7
305,chr7,873362,873438,+,11.18696566,K562,chr7,873331,874900,ENST00000405266.5
306,chr7,874511,874602,+,10.4184144,K562,chr7,873331,874900,ENST00000405266.5
307,chr7,873365,873409,+,3.991571025,K562,chr7,873331,874920,ENST00000452783.6
308,chr7,874511,874602,+,10.4184144,K562,chr7,873331,874920,ENST00000452783.6
309,chr7,873365,873409,+,3.991571025,K562,chr7,873331,874900,ENST00000405266.5
310,chr7,874511,874602,+,10.4184144,K562,chr7,873331,874934,ENST00000401592.6
311,chr7,874774,874854,+,3.476468913,HepG2,chr7,873331,874934,ENST00000401592.6
312,chr7,873362,873438,+,11.18696566,K562,chr7,873331,874902,ENST00000389574.7
313,chr7,874774,874854,+,3.476468913,HepG2,chr7,873331,874900,ENST00000405266.5
314,chr7,873365,873409,+,3.991571025,K562,chr7,873331,874902,ENST00000389574.7
315,chr7,874511,874602,+,10.4184144,K562,chr7,873331,874902,ENST00000389574.7
316,chr7,874774,874854,+,3.476468913,HepG2,chr7,873331,874920,ENST00000425407.6
317,chr7,873362,873438,+,11.18696566,K562,chr7,873331,874934,ENST00000401592.6
